name,x,y,CORE-TSO_country,CORE-TSO_tso,OSM_type,OSM_name,OSM_country,OSM_voltage,OSM_operator,OSM_alt_name,Comments,CORE-TSO-name,geometry,transformer_dupplicate,v_nom,,,,
42507488,7.70903873905483,51.6764667192139,DE,Amprion GmbH,Polygon,Station Gersteinwerk,DE,220000,Amprion,,Duplicated OSM name: 42507488 952594482 ,"Gersteinwerk, TR Gersteinwerk",POINT (7.709038739054832 51.67646671921392),False,400,,,,
1040551074,6.67473340232503,51.3248709820407,DE,Amprion GmbH,Polygon,Station Gellep,DE,220000:110000,Amprion,,,Gellep,POINT (6.674733402325029 51.32487098204065),False,220,,,,
51940126,7.72438409084356,51.4093341563026,DE,Amprion GmbH,Polygon,Umspannwerk Bixterheide,DE,220000,110000,Amprion,,,Bixterheide,POINT (7.72438409084356 51.40933415630259),False,220,,,
22690852,6.85169033318653,50.9841469456153,DE,Amprion GmbH,Polygon,Umspannwerk Bocklemünd,DE,220000,110000,,,,Bocklemuend,POINT (6.85169033318653 50.9841469456153),False,220,,,
276249131,8.27327787803519,49.029394665112,DE,Amprion GmbH,Polygon,Umspannwerk Maximiliansau,DE,220000,110000,Pfalzwerke AG,Amprion GmbH,,,Maximiliansau,POINT (8.273277878035186 49.029394665112015),False,220,,
530640687,7.9823489,51.6771796,DE,Amprion GmbH,Point,,DE,380000,,,Y-junction at 0.22 km from the station,Y-Lippborg,POINT (7.9823489 51.6771796),False,400,,,,
32148946,6.96331955926714,50.8337504764042,DE,Amprion GmbH,Polygon,Station Bollenacker,DE,220000,110000,RWE,,,Bollenacker,POINT (6.96331955926714 50.83375047640423),False,220,,,
259561755,8.30845542037611,49.2571048941561,DE,Amprion GmbH,Polygon,Weingarten,DE,380000,,,,Weingarten,POINT (8.30845542037611 49.257104894156136),False,400,,,,
30613895,10.8406482434154,48.2379589835369,DE,Amprion GmbH,Polygon,Umspannwerk Oberottmarshausen,DE,380000,110000,Lech-Elektrizitätswerke,,,Oberottmarshausen,POINT (10.840648243415412 48.2379589835369),False,400,,,
22761692,6.9349199273305,51.0335384604781,DE,Amprion GmbH,Polygon,UW Fühlingen,DE,220000,110000,RheinEnergie,,,Fuehlingen,POINT (6.934919927330495 51.03353846047813),False,220,,,
89176939,6.21102034998244,49.9586257800285,DE,Amprion GmbH,Polygon,SA Bauler,DE,220000,Amprion,,,"Bauler, BAULER",POINT (6.211020349982439 49.95862578002848),False,220,,,,
32472806,7.35301967240811,51.5758211424192,DE,Amprion GmbH,Polygon,Station Mengede,DE,380000,RWE,,,Mengede,POINT (7.353019672408108 51.57582114241916),False,400,,,,
24414688,7.52233766175072,51.5321738770871,DE,Amprion GmbH,Polygon,Station Wambel,DE,220000,110000,Amprion,,,Wambel,POINT (7.522337661750718 51.53217387708714),False,220,,,
42410916,8.95870859130953,50.0826077917696,DE,Amprion GmbH,Polygon,Großkrotzenburg,DE,380000,220000,TenneT TSO GmbH,,,"Großkrotzenburg, Grosskrotzenburg, TR Grosskrotzenburg T422, TR Grosskrotzenburg T423, TR Grosskrotzenburg T421",POINT (8.958708591309529 50.08260779176962),False,400,,,
37764852,8.10463905494262,52.2651043342803,DE,Amprion GmbH,Polygon,Lüstringen,DE,380000,220000,110000,Amprion,Westnetz,,,Luestringen,POINT (8.104639054942622 52.26510433428034),False,400,
149987048,8.41937316081905,49.6337190755732,DE,Amprion GmbH,Polygon,Station Bürstadt,DE,380000,220000,Amprion,,,"Buerstadt, TR Buerstadt",POINT (8.419373160819045 49.63371907557318),False,400,,,
346125661,9.2182231,48.5324241,DE,Amprion GmbH,Point,,DE,380000,,,Y-junction at 61 km from the station,"Y-Herbertingen, Y-Hoheneck",POINT (9.2182231 48.5324241),False,400,,,,
42809973,7.71862726556992,51.5342075246156,DE,Amprion GmbH,Polygon,Station Unna,DE,380000,110000,Amprion,,,Unna,POINT (7.718627265569924 51.53420752461557),False,400,,,
152261133,8.31334022540613,49.0090434726612,DE,Amprion GmbH,Polygon,Karlsruhe-Daxlanden,DE,380000,220000,110000,EnBW,,,"Daxlanden, TR / 380-220kV / Daxlanden / Trafo 401, TR / 380-220kV / Daxlanden / Trafo 402",POINT (8.31334022540613 49.009043472661205),False,400,,
24685992,8.38961862920636,49.9824793459615,DE,Amprion GmbH,Polygon,Umspannstation Bischofsheim,DE,380000,110000,RWE,Kraftwerke Mainz-Wiesbaden,,,Bischofsheim,POINT (8.389618629206364 49.98247934596153),False,400,,
23084417,6.22183190693745,51.6946422788654,DE,Amprion GmbH,Polygon,Station Pfalzdorf,DE,220000,110000,Amprion,Westnetz,,,Pfalzdorf,POINT (6.221831906937449 51.69464227886537),False,220,,
83529203,9.71674743467341,47.4326682260825,DE,Amprion GmbH,Polygon,Umspannwerk Werben - Dornbirn,AT,220000,110000,Vorarlberger Energienetze GmbH,,"Manually corrected. In AT, but also in DE","Y-Werben, Werben",POINT (9.716747434673405 47.432668226082455),False,220,,,
25506770,7.54585377454759,51.9703343157337,DE,Amprion GmbH,Polygon,Station Roxel,DE,380000,110000,Amprion,,,Roxel,POINT (7.545853774547591 51.97033431573374),False,400,,,
384862833,7.9695049,50.9541103,DE,Amprion GmbH,Point,,DE,220000,,,Y-junction at 5.83 km from the station,Y-Setzer Wiese,POINT (7.9695049 50.9541103),False,220,,,,
26593929,6.45767530833099,50.8714464114063,DE,Amprion GmbH,Polygon,Station Oberzier,DE,380000,110000,Amprion,,,"Oberzier, OBERZIER",POINT (6.457675308330988 50.87144641140626),False,400,,,
23641079,8.53721907572291,50.0780850681136,DE,Amprion GmbH,Polygon,Farbwerke Höchst Süd (FWH-S),DE,220000,110000,Amprion,,,FWH-S,POINT (8.53721907572291 50.07808506811361),False,220,,,
35833592,6.74541684724761,51.498641945444,DE,Amprion GmbH,Polygon,Umspannwerk Schwelgern,DE,220000,,,Multiple matches,Schwelgern,POINT (6.745416847247611 51.49864194544397),False,220,,,,
24479984,6.65673525925896,51.379523661073,DE,Amprion GmbH,Polygon,Uerdingen,DE,220000,110000,RWE,,,Uerdingen,POINT (6.656735259258961 51.379523661073016),False,220,,,
24536211,8.48009547452581,50.590929254183,DE,Amprion GmbH,Polygon,Umspannwerk Aßlar,DE,380000,110000,"TenneT, E.ON Mitte AG",,,Asslar,POINT (8.480095474525806 50.59092925418302),False,400,,,
132814303,7.93797206625681,51.0106420923202,DE,Amprion GmbH,Polygon,Umspannwerk Altenkleusheim,DE,220000,110000,Amprion,Westnetz,,,Altenkleusheim,POINT (7.9379720662568145 51.0106420923202),False,220,,
24462317,6.61427858935133,51.6186788262247,DE,Amprion GmbH,Polygon,Spellen,DE,220000,110000,Amprion,,,Spellen,POINT (6.614278589351333 51.61867882622465),False,220,,,
42423415,7.01285043623581,50.61770844909,DE,Amprion GmbH,Polygon,Meckenheim,DE,380000,110000,Westnetz,,,Meckenheim,POINT (7.012850436235807 50.61770844908999),False,400,,,
82310607,6.75552343737447,49.3648696245244,DE,Amprion GmbH,Polygon,Diefflen,DE,220000,VSE,,,Diefflen,POINT (6.755523437374473 49.36486962452438),False,220,,,,
23284340,8.77227503466739,49.9745743409486,DE,Amprion GmbH,Polygon,Umspannwerk Urberach,DE,380000,220000,110000,Amprion,,,"Urberach, Urberach (NEU), TR Urberach",POINT (8.772275034667391 49.97457434094864),False,400,,
25306752,9.42534407680677,48.0644397251099,DE,Amprion GmbH,Polygon,Umspannwerk Herbertingen,DE,380000,220000,110000,EnBW,,,Herbertingen,POINT (9.425344076806768 48.06443972510991),False,400,,
28452784,7.26407894544326,51.5735748425644,DE,Amprion GmbH,Polygon,Station Pöppinghausen,DE,220000,110000,Amprion,,,Poeppinghausen,POINT (7.26407894544326 51.573574842564426),False,220,,,
24264701,8.65961001245918,52.0003485738253,DE,Amprion GmbH,Polygon,Bechterdissen,DE,220000,110000,TenneT TSO GmbH,,Duplicated OSM name: 24264701 957746797 ,"Bechterdissen, TR Bechterdissen T424, TR Bechterdissen T423",POINT (8.659610012459176 52.00034857382529),False,400,,,
23067006,7.12323907423222,51.5256115974195,DE,Amprion GmbH,Polygon,Station Hüllen,DE,380000,110000,RWE,,,Huellen,POINT (7.123239074232217 51.52561159741949),False,400,,,
23022100,7.0233098094,51.6257037441,DE,Amprion GmbH,Polygon,Station Polsum,DE,380000,,,Y-junction at 10.79 km from the station,Y-Kusenhorst,POINT (7.0233098094 51.6257037441),False,400,,,,
953015049,8.89562717159063,52.5639899702961,DE,Amprion GmbH,Polygon,Ohlensehlen,DE,380000,110000,Amprion,,,Ohlensehlen,POINT (8.89562717159063 52.56398997029613),False,400,,,
24667346,7.50597156387525,51.4016053587982,DE,Amprion GmbH,Polygon,Garenfeld,DE,220000,110000,ENERVIE Vernetzt GmbH,,,Garenfeld,POINT (7.505971563875249 51.40160535879821),False,220,,,
24462426,6.68079626373361,51.6463288019346,DE,Amprion GmbH,Polygon,Station Niederrhein,DE,380000,220000,110000,RWE,,,"Niederrhein, Niederrhein , TR Niederrhein",POINT (6.680796263733606 51.64632880193464),False,400,,
954413959,6.7970302,49.3335661,DE,Amprion GmbH,Point,,DE,220000,,,Y-junction at 4.93 km from the station,Y-Diefflen,POINT (6.7970302 49.3335661),False,220,,,,
156402422,7.31928580589051,49.3048178243711,DE,Amprion GmbH,Polygon,Homburg,DE,220000,110000,Amprion,,,"Y-Homburg, Homburg",POINT (7.319285805890511 49.30481782437112),False,220,,,
152924498,8.35233394492863,49.4212743569309,DE,Amprion GmbH,Polygon,UA Mutterstadt,DE,220000,110000,Amprion,,,Mutterstadt,POINT (8.352333944928633 49.42127435693092),False,220,,,
23192640,6.82805263340995,51.1626460024437,DE,Amprion GmbH,Polygon,Station Reisholz,DE,220000,110000,,,,Reisholz,POINT (6.828052633409953 51.16264600244365),False,220,,,
53378027,10.9367040505914,48.4012910608209,DE,Amprion GmbH,Polygon,Umspannwerk Lechhausen,DE,380000,110000,Amprion,Lechwerke,,,Lechhausen,POINT (10.936704050591366 48.40129106082086),False,400,,
145680894,6.62053584152453,49.7489388079028,DE,Amprion GmbH,Polygon,Station Trier,DE,220000,Amprion,,,"Trier, TRIER",POINT (6.620535841524531 49.7489388079028),False,220,,,,
111973179,7.59135654303019,51.9284433595236,DE,Amprion GmbH,Polygon,Station Münster,DE,220000,110000,RWE,,,Muenster,POINT (7.591356543030193 51.928443359523584),False,220,,,
101997887,9.81074666568887,47.1427808898692,DE,Amprion GmbH,Polygon,Umspannwerk Bürs,AT,380000,220000,Vorarlberger Illwerke AG,,"Manually corrected. In AT, but also in DE","Bürs, Buers, Buers , TR/ 380-220kV / Buers / Trafo 31, TR / 380-220kV / Buers / Trafo 32, TR / 380-220kV / Buers / Trafo 33, TR / 380-220kV / Buers / Trafo 34, PST / 380-220kV / Buers / Trafo 37",POINT (9.81074666568887 47.14278088986921),False,400,,,
22766160,6.97257633288915,50.7956266225729,DE,Amprion GmbH,Polygon,Station Sechtem,DE,380000,220000,110000,RWE,,,"Sechtem, TR Sechtem",POINT (6.972576332889148 50.7956266225729),False,400,,
85523877,10.0821303591787,48.2660378216433,DE,Amprion GmbH,Polygon,Vöhringen Amprion,DE,380000,Amprion,,,"Voehringen, TR Voehringen",POINT (10.082130359178691 48.26603782164332),False,400,,,,
206289192,7.27715395908918,52.7532426189289,DE,Amprion GmbH,Polygon,Meppen,DE,380000,110000,Amprion,,,Meppen,POINT (7.277153959089176 52.753242618928944),False,400,,,
614624914,7.7226942,49.4877849,DE,Amprion GmbH,Point,,DE,380000,220000,,,Y-junction at 0.56 km from the station,Y-Otterbach,POINT (7.7226942 49.4877849),False,400,,,
43688805,9.04543545075586,48.902960997054,DE,Amprion GmbH,Polygon,Umspannwerk Pulverdingen,DE,380000,220000,110000,Transnet BW GmbH,,,"Pulverdingen, TR / 380-220kV / Pulverdingen / Trafo 323",POINT (9.04543545075586 48.90296099705397),False,400,,
739453432,6.6481563,50.8671638,DE,Amprion GmbH,Point,,DE,380000,,,Y-junction at 10.79 km from the station,Y-Paffendorf,POINT (6.6481563 50.8671638),False,400,,,,
32904794,8.4035023604068,52.6090760121597,DE,Amprion GmbH,Polygon,Station Sankt Hülfe,DE,380000,110000,Amprion,,,St Huelfe,POINT (8.403502360406796 52.60907601215965),False,400,,,
29374542,7.04735768675369,50.9055595218599,DE,Amprion GmbH,Polygon,Station Gremberghoven,DE,220000,110000,RWE,,,Gremberghoven,POINT (7.0473576867536885 50.90555952185986),False,220,,,
106096507,7.00873024089659,51.174180965018,DE,Amprion GmbH,Polygon,Station Ohligs,DE,380000,110000,Amprion,Westnetz,,,Ohligs,POINT (7.008730240896589 51.17418096501803),False,400,,
271226559,7.8314301,51.7538423,DE,Amprion GmbH,Point,,DE,380000,,,Y-junction at 12.45 km from the station,Y-Gersteinwerk,POINT (7.8314301 51.7538423),False,400,,,,
93278553,6.54240846703718,51.2994458473725,DE,Amprion GmbH,Polygon,Station Edelstahl Krefeld,DE,220000,110000,,,,Edelstahl,POINT (6.542408467037181 51.29944584737248),False,220,,,
42372159,8.98950736865505,50.0602798069541,DE,Amprion GmbH,Polygon,Umspannwerk Dettingen,DE,380000,110000,Amprion,,Duplicated OSM name: 42372159 42372159 ,Dettingen,POINT (8.989507368655051 50.06027980695414),False,400,,,
42861703,7.60711617715744,51.898604630796,DE,Amprion GmbH,Polygon,Amelsbüren,DE,220000,Amprion,,,Amelsbueren,POINT (7.607116177157437 51.89860463079595),False,220,,,,
32675761,6.53169664529988,50.3900469726347,DE,Amprion GmbH,Polygon,Station Dahlem,DE,380000,110000,Amprion,Westnetz,,,Y-Dahlem,POINT (6.531696645299876 50.39004697263471),False,400,,
152924508,8.40828877363482,49.5286235224546,DE,Amprion GmbH,Polygon,BASF,DE,220000,,,,BASF,POINT (8.408288773634817 49.52862352245459),False,220,,,,
33816726,7.12307942883505,51.1715851185526,DE,Amprion GmbH,Polygon,Station Halfeshof,DE,380000,110000,,,,Halfeshof,POINT (7.123079428835048 51.17158511855264),False,400,,,
42797575,8.62480056704376,51.4278884148374,DE,Amprion GmbH,Polygon,Station Nehden,DE,380000,110000,Amprion,,,Nehden,POINT (8.624800567043762 51.42788841483735),False,400,,,
24921206,6.92675898925896,51.4992056966779,DE,Amprion GmbH,Polygon,Station Büscherhof,DE,380000,220000,RWE,,,"Buescherhof, TR Buescherhof",POINT (6.926758989258959 51.499205696677926),False,400,,,
39229429,8.31901326837765,52.0658920611044,DE,Amprion GmbH,Polygon,Station Hesseln,DE,380000,220000,110000,RWE,,,Hesseln,POINT (8.319013268377649 52.06589206110439),False,400,,
90148336,8.02029039390867,50.9236169299578,DE,Amprion GmbH,Polygon,Setzer Wiese,DE,220000,RWE,,,Setzer Wiese,POINT (8.020290393908665 50.92361692995779),False,220,,,,
151967290,6.47506298271462,49.9226087854653,DE,Amprion GmbH,Polygon,Station Niederstedem,DE,380000,220000,110000,Amprion, Westnetz,,,"Niederstedem, TR Niederstedem",POINT (6.475062982714621 49.92260878546526),False,400,
89043564,7.98506966843335,50.842223410977,DE,Amprion GmbH,Polygon,Station Eiserfeld,DE,220000,110000,Amprion,,,Eiserfeld,POINT (7.985069668433352 50.842223410977),False,220,,,
265904339,6.650634,51.5535511,DE,Amprion GmbH,Point,,DE,220000,,,Y-junction at 5.49 km from the station,Y-Ossenberg,POINT (6.650634 51.5535511),False,220,,,,
62061952,8.61849609420421,50.0923124569255,DE,Amprion GmbH,Polygon,Umspannwerk Frankfurt Südwest,DE,380000,,,"Manually corrected. Name is misleading. Identified with Frankfurt SüdWest, according to the TSO map.","Frankfurt, Frankfurt/SW",POINT (8.618496094204207 50.09231245692548),False,400,,,,
26777313,7.13685596719808,50.642920980893,DE,Amprion GmbH,Polygon,Station Ließem,DE,380000,110000,Amprion,,,Liessem,POINT (7.136855967198084 50.64292098089298),False,400,,,
23380800,6.61719941301102,51.4758372811111,DE,Amprion GmbH,Polygon,Station Utfort,DE,380000,220000,110000,Amprion,,,"Utfort, TR Utfort",POINT (6.6171994130110185 51.47583728111108),False,400,,
42097854,6.81368427491226,49.7248341668645,DE,Amprion GmbH,Polygon,Station Osburg,DE,380000,110000,Amprion, Westnetz,,,Osburg,POINT (6.813684274912262 49.72483416686445),False,400,,
33411203,8.30775703844765,52.3456357030574,DE,Amprion GmbH,Polygon,Wehrendorf,DE,380000,220000,110000,Amprion,,,"Wehrendorf, TR Wehrendorf",POINT (8.307757038447654 52.34563570305741),False,400,,
38661452,8.47176344120476,50.0973202018807,DE,Amprion GmbH,Polygon,Umspannwerk Kriftel,DE,380000,110000,Amprion,,,Kriftel,POINT (8.471763441204756 50.09732020188074),False,400,,,
24652261,10.8675670753487,48.5394554752487,DE,Amprion GmbH,Polygon,Station Meitingen,DE,380000,Net,,Multiple matches,Meitingen,POINT (10.867567075348669 48.53945547524874),False,400,,,,
63114179,7.16795672629732,51.3893198915442,DE,Amprion GmbH,Polygon,Station Hattingen,DE,380000,220000,110000,Amprion,,,"Hattingen, TR Hattingen",POINT (7.167956726297322 51.38931989154416),False,400,,
8422115751,8.402017,52.4966781,DE,Amprion GmbH,Point,,DE,380000,,,Y-junction at 15.65 km from the station,Y-St Huelfe,POINT (8.402017 52.4966781),False,400,,,,
23084554,6.80455026446882,50.966247678495,DE,Amprion GmbH,Polygon,Umspannanlage Brauweiler,DE,380000,220000,110000,RWE,,,"Brauweiler, TR Brauweiler",POINT (6.804550264468823 50.96624767849503),False,400,,
66764943,6.9201614213618,49.9705861872121,DE,Amprion GmbH,Polygon,Station Wengerohr,DE,220000,110000,Amprion, Westnetz,,,Wengerrohr,POINT (6.920161421361796 49.970586187212106),False,220,,
23140544,6.8469968793991,51.2055680613273,DE,Amprion GmbH,Polygon,Station Eller,DE,220000,110000,Amprion,,,Eller,POINT (6.846996879399097 51.20556806132725),False,220,,,
683227471,10.2137527871557,47.9387349573769,DE,Amprion GmbH,Polygon,UW Woringen,DE,380000,LEW-Verteilnetz und Amprion,,,Woringen,POINT (10.213752787155716 47.93873495737692),False,400,,,,
22767509,7.19241016846306,50.7989001656098,DE,Amprion GmbH,Polygon,Station Siegburg,DE,380000,220000,110000,RWE,,,Siegburg,POINT (7.192410168463061 50.798900165609815),False,220,,
820464202,7.179217,51.4218287,DE,Amprion GmbH,Point,,DE,220000,,,Y-junction at 1.68 km from the station,Y-Welper,POINT (7.179217 51.4218287),False,220,,,,
24462228,6.57729060667695,51.5563912187249,DE,Amprion GmbH,Polygon,Station Ossenberg,DE,220000,110000,Amprion,,,Ossenberg,POINT (6.577290606676952 51.55639121872485),False,220,,,
1138993277,8.0152862,50.6395032,DE,Amprion GmbH,Point,,DE,380000,,,Y-junction at 18.74 km from the station,Y-Dauersberg,POINT (8.0152862 50.6395032),False,400,,,,
26455019,8.08565063442424,53.6058342210679,DE,TENNETGMBH,Polygon,Voslapp,DE,220000,110000,TenneT,EON_Netz,,,Voslapp,POINT (8.085650634424244 53.60583422106788),False,220,,
797009308,7.19456490471426,52.8698410656687,DE,TENNETGMBH,Polygon,Niederlangen,DE,380000,110000,TenneT TSO GmbH,,,Niederlangen,POINT (7.194564904714257 52.869841065668666),False,400,,,
637595524,8.06369660088209,53.5558020112751,DE,TENNETGMBH,Polygon,Fedderwarden,DE,380000,220000,TenneT,,,Fedderwarden,POINT (8.063696600882086 53.55580201127509),False,400,,,
42872354,8.40896972319237,53.190245354454,DE,TENNETGMBH,Polygon,Huntorf,DE,220000,TenneT TSO GmbH,,,Huntorf,POINT (8.408969723192374 53.19024535445397),False,220,,,,
955268863,9.25043491144298,53.1149993151395,DE,TENNETGMBH,Polygon,Umspannwerk Sottrum,DE,220000,TenneT TSO GmbH,,Multiple matches,"Sottrum, TR Sottrum T421",POINT (9.25043491144298 53.1149993151395),False,400,,,,
6925335021,7.2390307,53.3556206,DE,TENNETGMBH,Point,,DE,220000,,,Y-junction at 0.39 km from the station,Y-Emden/O,POINT (7.2390307 53.3556206),False,220,,,,
1102237380,10.7608353272664,53.9097453654781,DE,TENNETGMBH,Polygon,Umspannwerk Siems,DE,380000,220000,TenneT TSO GmbH,,,"Siems, TR Siems T421",POINT (10.76083532726635 53.90974536547812),False,400,,,
77694901,12.2208354000579,48.5857329990358,DE,TENNETGMBH,Polygon,Umspannwerk Altheim,DE,220000,110000,"TenneT TSO GmbH, E.ON Netz GmbH",,,Altheim,POINT (12.22083540005791 48.58573299903581),False,220,,,
24237879,11.2938428938921,48.0518720336382,DE,TENNETGMBH,Polygon,Umspannwerk Oberbrunn,DE,220000,110000,"TenneT TSO GmbH, Bayernwerk Netz GmbH",,,Oberbrunn,POINT (11.2938428938921 48.051872033638176),False,220,,,
156960655,9.51383068132115,51.2589793702805,DE,TENNETGMBH,Polygon,Umspannwerk Bergshausen,DE,380000,TenneT,,,Bergshausen,POINT (9.513830681321153 51.258979370280514),False,400,,,,
33042984,9.91817598768607,52.380005375917,DE,TENNETGMBH,Polygon,Umspannwerk und Betriebszentrum Lehrte,DE,220000,110000,TenneT TSO GmbH,Avacon Netz GmbH,,,Lehrte,POINT (9.918175987686066 52.38000537591698),False,220,,
27739871,9.12526574612538,52.5382640751002,DE,TENNETGMBH,Polygon,Landesbergen,DE,380000,220000,TenneT TSO GmbH,,,"Landesbergen, TR Landesbergen T422, TR Landesbergen T423",POINT (9.125265746125375 52.53826407510022),False,400,,,
31927411,9.06881379841264,53.5666351361661,DE,TENNETGMBH,Polygon,Alfstedt,DE,380000,110000,TenneT,Avacon Netz GmbH,,,"Alfstedt, Y-Alfstedt",POINT (9.06881379841264 53.56663513616608),False,400,,
78441561,12.8517840783474,48.763285409713,DE,TENNETGMBH,Polygon,Umspannwerk Plattling,DE,380000,110000,TenneT TSO GmbH,,,Plattling,POINT (12.851784078347352 48.763285409713006),False,400,,,
68532663,11.2777210466137,47.4958729165223,DE,TENNETGMBH,Polygon,Umspannwerk Krün,DE,220000,110000,E.ON Netz GmbH,,,Kruen,POINT (11.277721046613744 47.49587291652226),False,220,,,
266684854,8.515550625607,53.2038908072111,DE,TENNETGMBH,Polygon,Farge,DE,380000,TenneT TSO GmbH,,Duplicated OSM name: 266684854 266684854 ,Farge,POINT (8.515550625607004 53.20389080721112),False,400,,,,
954971276,11.3271442341894,49.3940090686663,DE,TENNETGMBH,Polygon,Umspannwerk Ludersheim,DE,220000,TenneT TSO GmbH,E.ON Netz GmbH,,,Ludersheim,POINT (11.327144234189378 49.3940090686663),False,220,,,
28327356,10.3788942477535,53.2194189698764,DE,TENNETGMBH,Polygon,Umspannwerk Lüneburg,DE,380000,TenneT,Avacon Netz GmbH,,,Lueneburg,POINT (10.37889424775349 53.21941896987637),False,400,,,
25943440,8.70221848706803,51.7363526009244,DE,TENNETGMBH,Polygon,Elsen,DE,380000,110000,TenneT,,,Elsen,POINT (8.702218487068027 51.73635260092439),False,400,,,
75865676,12.1301906523048,47.9131654872468,DE,TENNETGMBH,Polygon,Marienberg,DE,220000,"Tennet TSO GmbH, E.ON Netz GmbH",,,Marienberg,POINT (12.130190652304838 47.91316548724683),False,220,,,,
23881272,8.87300666349462,50.1308545863822,DE,TENNETGMBH,Polygon,Dörnigheim 220 kV,DE,220000,110000,TenneT TSO GmbH,,,"Doernigheim, Y-Doernigheim",POINT (8.873006663494621 50.13085458638221),False,220,,,
156673636,9.25940869395702,51.0606241652921,DE,TENNETGMBH,Polygon,Borken,DE,380000,110000,TenneT TSO GmbH,,,Borken,POINT (9.259408693957017 51.06062416529207),False,400,,,
525964629,9.345190861245,53.9235068766929,DE,TENNETGMBH,Polygon,Umspannwerk Wilster,DE,380000,TenneT TSO GmbH,,,Wilster/W,POINT (9.345190861244996 53.9235068766929),False,400,,,,
41072584,9.05068342788503,51.167493354845,DE,TENNETGMBH,Polygon,Waldeck,DE,380000,TenneT TSO GmbH,,,Waldeck,POINT (9.050683427885025 51.16749335484502),False,400,,,,
699048438,9.92376861110601,51.8975716029524,DE,TENNETGMBH,Polygon,Erzhausen,DE,220000,,,,Erzhausen,POINT (9.92376861110601 51.89757160295235),False,220,,,,
881636329,9.48980527344708,53.6325035756571,DE,TENNETGMBH,Polygon,Umspannwerk Stade-West,DE,380000,,,,Stade/W,POINT (9.48980527344708 53.63250357565713),False,400,,,,
1119527154,9.72696095954251,54.2909483054183,DE,TENNETGMBH,Polygon,Audorf,DE,220000,TenneT,Schleswig-Holstein Netz AG,,,Audorf,POINT (9.72696095954251 54.29094830541829),False,220,,,
536779518,8.4060232,53.2347758,DE,TENNETGMBH,Point,,DE,220000,,,Y-junction at 5.52 km from the station,Y-Huntorf,POINT (8.4060232 53.2347758),False,220,,,,
24759324,11.792413892027,48.8382240503595,DE,TENNETGMBH,Polygon,Umspannwerk Sittling,DE,220000,110000,TenneT TSO GmbH,E.ON Netz GmbH,,,Sittling,POINT (11.792413892026982 48.83822405035946),False,220,,
108797675,10.1878834527061,49.9812264739213,DE,TENNETGMBH,Polygon,Grafenrheinfeld,DE,380000,,,,Grafenrheinfeld,POINT (10.187883452706124 49.98122647392129),False,400,,,,
603661085,9.05118324189058,54.1621874257939,DE,TENNETGMBH,Polygon,Umspannwerk Heide-West,DE,380000,110000,TenneT TSO GmbH,,,Heide/W,POINT (9.051183241890577 54.16218742579385),False,400,,,
952004951,9.85292840087827,51.6492735544641,DE,TENNETGMBH,Polygon,Hardegsen,DE,380000,220000,TenneT TSO GmbH,,,Hardegsen,POINT (9.852928400878271 51.64927355446412),False,220,,,
145002769,9.44691874793026,49.590262953146,DE,TENNETGMBH,Polygon,Umspannwerk Höpfingen,DE,380000,110000,EnBW,,,Hoepfingen,POINT (9.446918747930264 49.590262953146016),False,400,,,
1128250707,8.05201219705313,53.3330713674096,DE,TENNETGMBH,Polygon,Conneforde 380/220 kV,DE,380000,220000,TenneT,,,Conneforde,POINT (8.052012197053129 53.33307136740962),False,400,,,
177829920,7.31136346492687,53.1257663066567,DE,TENNETGMBH,Polygon,Diele,DE,380000,150000,110000,TenneT,Avacon Netz GmbH,,,"Diele, PST Diele T441, PST Diele T442, TR Diele T1",POINT (7.311363464926869 53.1257663066567),False,400,
24758329,10.6644473026723,49.980038502421,DE,TENNETGMBH,Polygon,Eltmann,DE,380000,110000,Bayernwerk,,,Eltmann,POINT (10.664447302672285 49.98003850242098),False,400,,,
301158539,9.19743947101905,54.8511888092598,DE,TENNETGMBH,Polygon,Jardelund,DE,380000,TenneT,,,Jardelund,POINT (9.197439471019052 54.85118880925978),False,400,,,,
148446247,9.77415058063893,50.5287493811461,DE,TENNETGMBH,Polygon,Dipperz,DE,380000,110000,Tennet,,,Dipperz,POINT (9.77415058063893 50.52874938114609),False,400,,,
23899043,9.91718076572625,52.2781841986103,DE,TENNETGMBH,Polygon,Algermissen,DE,380000,110000,TenneT,Avacon Netz GmbH,,,Algermissen,POINT (9.917180765726249 52.27818419861031),False,400,,
32042992,7.25465689999997,53.0266716499998,DE,TENNETGMBH,Polygon,Rhede,DE,380000,TenneT TSO GmbH,,,"Rhede, Y-Rhede",POINT (7.254656899999971 53.02667164999976),False,400,,,,
91080806,12.7474625322312,48.1487453439416,DE,TENNETGMBH,Polygon,Umspannwerk Pirach,DE,220000,110000,"TenneT TSO GmbH, E.ON Netz GmbH",,,Pirach,POINT (12.747462532231182 48.14874534394161),False,220,,,
87722999,9.34400181458979,53.8517774968211,DE,TENNETGMBH,Polygon,Brokdorf,DE,380000,220000,TenneT,,,Brokdorf,POINT (9.344001814589792 53.851777496821136),False,400,,,
136034396,9.2349352665197,53.9168453037368,DE,TENNETGMBH,Polygon,Umspannwerk Büttel,DE,380000,320000,250000,,,,"Buettel, TR Buettel T441, TR Buettel T442",POINT (9.2349352665197 53.91684530373683),False,400,,
